time	distance
32475	116.757
32476	116.758
32477	116.769
32478	116.702
32479	116.666
32480	116.724
32481	116.78
32482	116.754
32483	116.727
32484	116.7
32485	116.828
32486	116.751
32487	116.69
32488	116.676
32489	116.737
32490	116.727
32491	116.675
32492	116.669
32493	116.622
32494	116.623
32495	116.623
32496	116.645
32497	116.568
32498	116.557
32499	116.577
32500	116.567
32501	116.559
32502	116.583
32503	116.569
32504	116.577
32505	116.581
32506	116.559
32507	116.579
32508	116.518
32509	116.533
32510	116.54
32511	116.54
32512	116.562
32513	116.618
32514	116.585
32515	116.627
32516	116.646
32517	116.642
32518	116.738
32519	116.816
32520	116.778
32521	116.834
32522	116.815
32523	116.746
32524	116.803
32525	116.769
32526	116.801
32527	116.725
32528	116.757
32529	116.777
32530	116.754
32531	116.699
32532	116.7
32533	116.725
32534	116.69
32535	116.74
32536	116.751
32537	116.804
32538	116.857
32539	116.844
32540	116.776
32541	116.802
32542	116.887
32543	116.843
32544	116.829
32545	116.82
32546	116.924
32547	116.897
32548	116.91
32549	116.996
32550	117.033
32551	116.912
32552	116.838
32553	116.85
32554	116.833
32555	116.828
32556	116.798
32557	116.78
32558	116.64
32559	116.614
32560	116.6
32561	116.542
32562	116.51
32563	116.516
32564	116.591
32565	116.528
32566	116.567
32567	116.537
32568	116.507
32569	116.511
32570	116.524
32571	116.446
32572	116.413
32573	116.364
32574	116.442
32575	116.439
32576	116.442
32577	116.484
32578	116.523
32579	116.51
32580	116.512
32581	116.558
32582	116.567
32583	116.584
32584	116.554
32585	116.622
32586	116.681
32587	116.574
32588	116.653
32589	116.622
32590	116.611
32591	116.668
32592	116.729
32593	116.75
32594	116.743
32595	116.751
32596	116.779
32597	116.765
32598	116.807
32599	116.787
32600	116.778
32601	116.752
32602	116.704
32603	116.711
32604	116.65
32605	116.623
32606	116.56
32607	116.514
32608	116.477
32609	116.57
32610	116.615
32611	116.634
32612	116.533
32613	116.634
32614	116.661
32615	116.707
32616	116.69
32617	116.771
32618	116.762
32619	116.852
32620	116.887
32621	116.901
32622	116.885
32623	116.977
32624	116.957
32625	116.929
32626	116.86
32627	116.863
32628	116.865
32629	116.849
32630	116.74
32631	116.813
32632	116.821
32633	116.869
32634	116.862
32635	116.867
32636	116.831
32637	116.879
32638	116.918
32639	117.013
32640	116.998
32641	117.061
32642	117.1
32643	117.17
32644	117.231
32645	117.289
32646	117.345
32647	117.384
32648	117.321
32649	117.356
32650	117.455
32651	117.567
32652	117.466
32653	117.45
32654	117.469
32655	117.523
32656	117.506
32657	117.52
32658	117.488
32659	117.434
32660	117.549
32661	117.68
32662	117.685
32663	117.72
32664	117.713
32665	117.757
32666	117.739
32667	117.763
32668	117.857
32669	117.81
32670	117.702
32671	117.742
32672	117.734
32673	117.778
32674	117.775
32675	117.744
32676	117.623
32677	117.739
32678	117.775
32679	117.814
32680	117.814
32681	117.825
32682	117.847
32683	117.777
32684	117.781
32685	117.822
32686	117.791
32687	117.825
32688	117.77
32689	117.823
32690	117.772
32691	117.813
32692	117.795
32693	117.788
32694	117.791
32695	117.766
32696	117.753
32697	117.773
32698	117.779
32699	117.737
32700	117.612
32701	117.629
32702	117.679
32703	117.658
32704	117.608
32705	117.67
32706	117.669
32707	117.602
32708	117.684
32709	117.722
32710	117.813
32711	117.802
32712	117.752
32713	117.811
32714	117.75
32715	117.747
32716	117.763
32717	117.815
32718	117.837
32719	117.817
32720	117.858
32721	117.908
32722	117.871
32723	117.814
32724	117.859
32725	117.8
32726	117.818
32727	117.814
32728	117.747
32729	117.713
32730	117.605
32731	117.6
32732	117.544
32733	117.583
32734	117.588
32735	117.599
32736	117.613
32737	117.545
32738	117.556
32739	117.508
32740	117.452
32741	117.392
32742	117.426
32743	117.422
32744	117.39
32745	117.335
32746	117.22
32747	117.265
32748	117.273
32749	117.273
32750	117.31
32751	117.207
32752	117.232
32753	117.259
32754	117.21
32755	117.221
32756	117.256
32757	117.178
32758	117.189
32759	117.207
32760	117.124
32761	116.986
32762	117.001
32763	117.022
32764	116.916
32765	116.904
32766	116.931
32767	116.936
32768	116.906
32769	116.834
32770	116.839
32771	116.836
32772	116.917
32773	116.959
32774	116.992
32775	116.973
32776	116.932
32777	116.969
32778	116.965
32779	116.988
32780	117.001
32781	117.019
32782	117.021
32783	117.029
32784	117.049
32785	117.14
32786	117.187
32787	117.187
32788	117.173
32789	117.186
32790	117.188
32791	117.05
32792	116.965
32793	117.043
32794	117.045
32795	117.038
32796	117.022
32797	117.048
32798	116.981
32799	116.983
32800	117.07
32801	117.077
32802	117.214
32803	117.272
32804	117.284
32805	117.333
32806	117.352
32807	117.423
32808	117.517
32809	117.622
32810	117.576
32811	117.659
32812	117.614
32813	117.582
32814	117.637
32815	117.668
32816	117.719
32817	117.673
32818	117.613
32819	117.657
32820	117.647
32821	117.605
32822	117.711
32823	117.734
32824	117.752
32825	117.772
32826	117.834
32827	117.859
32828	117.855
32829	117.787
32830	117.692
32831	117.728
32832	117.73
32833	117.749
32834	117.804
32835	117.804
32836	117.853
32837	117.82
32838	117.76
32839	117.753
32840	117.745
32841	117.681
32842	117.646
32843	117.752
32844	117.902
32845	117.987
32846	117.924
32847	117.895
32848	117.86
32849	117.9
32850	117.878
32851	117.927
32852	117.988
32853	118.023
32854	118.122
32855	118.081
32856	118.18
32857	118.257
32858	118.296
32859	118.259
32860	118.243
32861	118.214
32862	118.249
32863	118.253
32864	118.216
32865	118.289
32866	118.348
32867	118.394
32868	118.454
32869	118.467
32870	118.415
32871	118.435
32872	118.472
32873	118.539
32874	118.561
32875	118.658
32876	118.649
32877	118.64
32878	118.671
32879	118.707
32880	118.662
32881	118.715
32882	118.754
32883	118.853
32884	118.84
32885	118.812
32886	118.9
32887	118.95
32888	119.009
32889	119.01
32890	119.023
32891	119.075
32892	119.035
32893	119.11
32894	119.19
32895	119.208
32896	119.253
32897	119.186
32898	119.207
32899	119.209
32900	119.261
32901	119.266
32902	119.245
32903	119.266
32904	119.306
32905	119.271
32906	119.326
32907	119.296
32908	119.214
32909	119.197
32910	119.275
32911	119.212
32912	119.214
32913	119.235
32914	119.188
32915	119.24
32916	119.254
32917	119.238
32918	119.223
32919	119.21
32920	119.247
32921	119.219
32922	119.216
32923	119.223
32924	119.202
32925	119.216
32926	119.141
32927	119.117
32928	119.132
32929	119.112
32930	119.086
32931	119.104
32932	119.195
32933	119.158
32934	119.112
32935	119.093
32936	119.136
32937	119.172
32938	119.248
32939	119.265
32940	119.328
32941	119.412
32942	119.499
32943	119.504
32944	119.54
32945	119.513
32946	119.537
32947	119.562
32948	119.534
32949	119.545
32950	119.569
32951	119.601
32952	119.616
32953	119.634
32954	119.549
32955	119.534
32956	119.44
32957	119.453
32958	119.49
32959	119.464
32960	119.364
32961	119.273
32962	119.199
32963	119.284
32964	119.373
32965	119.369
32966	119.445
32967	119.377
32968	119.323
32969	119.36
32970	119.299
32971	119.304
32972	119.369
32973	119.284
32974	119.241
32975	119.287
32976	119.345
32977	119.358
32978	119.376
32979	119.368
32980	119.383
32981	119.354
32982	119.401
32983	119.326
32984	119.235
32985	119.216
32986	119.298
32987	119.29
32988	119.263
32989	119.3
32990	119.275
32991	119.315
32992	119.359
32993	119.341
32994	119.307
32995	119.323
32996	119.324
32997	119.289
32998	119.311
32999	119.294
33000	119.35
33001	119.48
33002	119.546
33003	119.601
33004	119.616
33005	119.685
33006	119.659
33007	119.697
33008	119.749
33009	119.835
33010	119.819
33011	119.805
33012	119.799
33013	119.852
33014	119.911
33015	119.965
33016	119.847
33017	119.86
33018	119.88
33019	119.858
33020	119.922
33021	120.01
33022	120.049
33023	120.025
33024	120.009
33025	119.933
33026	119.955
33027	119.995
33028	120.032
33029	120.076
33030	120.056
33031	120.072
33032	120.073
33033	120.128
33034	120.158
33035	120.193
33036	120.115
33037	120.19
33038	120.146
33039	120.209
33040	120.197
33041	120.241
33042	120.305
33043	120.268
33044	120.262
33045	120.366
33046	120.373
33047	120.425
33048	120.4
33049	120.442
33050	120.469
33051	120.476
33052	120.494
33053	120.495
33054	120.466
33055	120.381
33056	120.321
33057	120.367
33058	120.323
33059	120.308
33060	120.302
33061	120.353
33062	120.282
33063	120.208
33064	120.148
33065	120.097
33066	120.04
33067	120
33068	119.973
33069	119.926
33070	119.897
33071	119.946
33072	119.973
33073	119.955
33074	119.96
33075	119.899
33076	119.981
33077	120.047
33078	120.05
33079	120.091
33080	120.08
33081	120.134
33082	120.226
33083	120.113
33084	120.038
33085	120.055
33086	120.061
33087	120.092
33088	120.172
33089	120.179
33090	120.104
33091	120.087
33092	120.056
33093	119.986
33094	120.029
33095	120.027
33096	120.052
33097	120.136
33098	120.089
33099	120.048
33100	120.066
33101	120.079
33102	119.985
33103	119.987
33104	119.942
33105	119.951
33106	119.9
33107	119.853
33108	119.879
33109	119.874
33110	119.865
33111	119.779
33112	119.807
33113	119.799
33114	119.812
33115	119.84
33116	119.842
33117	119.954
33118	119.955
33119	119.961
33120	119.961
33121	119.963
33122	119.922
33123	119.907
33124	120.008
33125	120.051
33126	120.077
33127	120.085
33128	119.945
33129	119.928
33130	119.921
33131	119.937
33132	119.91
33133	119.876
33134	119.893
33135	119.852
33136	119.863
33137	119.896
33138	119.96
33139	119.952
33140	119.937
33141	119.904
33142	119.866
33143	119.918
33144	119.949
33145	120.011
33146	119.982
33147	120.01
33148	119.968
33149	120.039
33150	120.011
33151	120.023
33152	119.958
33153	120.06
33154	120.219
33155	120.159
33156	120.127
33157	120.142
33158	120.129
33159	120.122
33160	120.105
33161	120.145
33162	120.015
33163	119.955
33164	119.959
33165	120.034
33166	120.023
33167	119.968
33168	119.956
33169	120.079
33170	120.057
33171	120.111
33172	120.069
33173	120.07
33174	120.041
33175	120.036
33176	120.103
33177	120.036
33178	120.034
33179	120.073
33180	120.075
33181	120.101
33182	120.09
33183	120.084
33184	120.126
33185	120.143
33186	120.107
33187	120.114
33188	120.077
33189	120.08
33190	120.028
33191	120.091
33192	120.075
33193	120.112
33194	120.155
33195	120.156
33196	120.183
33197	120.183
33198	120.285
33199	120.295
33200	120.234
33201	120.297
33202	120.235
33203	120.342
33204	120.347
33205	120.352
33206	120.445
33207	120.505
33208	120.451
33209	120.473
33210	120.467
33211	120.515
33212	120.568
33213	120.5
33214	120.577
33215	120.59
33216	120.578
33217	120.555
33218	120.522
33219	120.471
33220	120.393
33221	120.369
33222	120.344
33223	120.289
33224	120.317
33225	120.309
33226	120.209
33227	120.193
33228	120.24
33229	120.341
33230	120.317
33231	120.3
33232	120.31
33233	120.376
33234	120.452
33235	120.417
33236	120.389
33237	120.424
33238	120.494
33239	120.458
33240	120.419
33241	120.45
33242	120.457
33243	120.511
33244	120.444
33245	120.469
33246	120.491
33247	120.53
33248	120.489
33249	120.572
33250	120.635
33251	120.627
33252	120.56
33253	120.544
33254	120.598
33255	120.506
33256	120.493
33257	120.485
33258	120.425
33259	120.454
33260	120.519
33261	120.464
33262	120.548
33263	120.631
33264	120.649
33265	120.704
33266	120.711
33267	120.806
33268	120.827
33269	120.742
33270	120.789
33271	120.786
33272	120.863
33273	120.884
33274	120.877
33275	120.913
33276	120.843
33277	120.772
33278	120.741
33279	120.746
33280	120.726
33281	120.713
33282	120.636
33283	120.65
33284	120.548
33285	120.54
33286	120.567
33287	120.555
33288	120.532
33289	120.546
33290	120.493
33291	120.555
33292	120.529
33293	120.519
33294	120.572
33295	120.62
33296	120.592
33297	120.537
33298	120.477
33299	120.482
33300	120.553
33301	120.449
33302	120.435
33303	120.536
33304	120.495
33305	120.518
33306	120.539
33307	120.536
33308	120.473
33309	120.448
33310	120.49
33311	120.509
33312	120.514
33313	120.518
33314	120.449
33315	120.483
33316	120.473
33317	120.475
33318	120.513
33319	120.578
33320	120.626
33321	120.703
33322	120.68
33323	120.683
33324	120.701
33325	120.76
33326	120.721
33327	120.605
33328	120.59
33329	120.616
33330	120.536
33331	120.518
33332	120.515
33333	120.506
33334	120.486
33335	120.497
33336	120.446
33337	120.383
33338	120.407
33339	120.416
33340	120.38
33341	120.434
33342	120.459
33343	120.452
33344	120.429
33345	120.385
33346	120.377
33347	120.383
33348	120.388
33349	120.411
33350	120.373
33351	120.341
33352	120.315
33353	120.266
33354	120.211
33355	120.22
33356	120.294
33357	120.278
33358	120.244
33359	120.185
33360	120.148
33361	120.129
33362	120.145
33363	120.16
33364	120.105
33365	120.167
33366	120.188
33367	120.238
33368	120.335
33369	120.306
33370	120.283
33371	120.357
33372	120.282
33373	120.248
33374	120.27
33375	120.243
33376	120.196
33377	120.214
33378	120.238
33379	120.237
33380	120.261
33381	120.253
33382	120.211
33383	120.293
33384	120.237
33385	120.289
33386	120.311
33387	120.357
33388	120.37
33389	120.395
33390	120.384
33391	120.491
33392	120.454
33393	120.48
33394	120.49
33395	120.482
33396	120.467
33397	120.48
33398	120.485
33399	120.408
33400	120.414
33401	120.446
33402	120.494
33403	120.525
33404	120.534
33405	120.441
33406	120.428
33407	120.301
33408	120.331
33409	120.346
33410	120.341
33411	120.36
33412	120.346
33413	120.309
33414	120.243
33415	120.181
33416	120.135
33417	120.154
33418	120.124
33419	120.13
33420	120.188
33421	120.32
33422	120.316
33423	120.245
33424	120.244
33425	120.26
33426	120.265
33427	120.287
33428	120.354
33429	120.34
33430	120.332
33431	120.33
33432	120.308
33433	120.308
33434	120.301
33435	120.261
33436	120.269
33437	120.209
33438	120.193
33439	120.204
33440	120.155
33441	120.147
33442	120.227
33443	120.132
33444	120.189
33445	120.19
33446	120.127
33447	120.137
33448	120.167
33449	120.132
33450	120.23
33451	120.304
33452	120.388
33453	120.435
33454	120.529
33455	120.498
33456	120.541
33457	120.575
33458	120.582
33459	120.596
33460	120.568
33461	120.659
33462	120.61
33463	120.612
33464	120.517
33465	120.486
33466	120.41
33467	120.371
33468	120.388
33469	120.339
33470	120.284
33471	120.218
33472	120.238
33473	120.194
33474	120.161
33475	120.143
33476	120.167
33477	120.151
33478	120.179
33479	120.176
33480	120.194
33481	120.207
33482	120.114
33483	120.042
33484	120.01
33485	120.122
33486	120.153
33487	120.157
33488	120.145
33489	120.15
33490	120.113
33491	120.066
33492	120.089
33493	120.085
33494	119.935
33495	119.915
33496	119.786
33497	119.729
33498	119.745
33499	119.757
33500	119.885
33501	119.935
33502	119.975
33503	119.996
33504	119.956
33505	119.969
33506	119.958
33507	119.989
33508	120.049
33509	120.013
33510	119.954
33511	120.008
33512	120.018
33513	120.044
33514	120.076
33515	120.123
33516	120.106
33517	120.112
33518	120.108
33519	119.998
33520	120.002
33521	119.975
33522	119.873
33523	119.856
33524	119.852
33525	119.798
33526	119.729
33527	119.769
33528	119.789
33529	119.783
33530	119.761
33531	119.758
33532	119.684
33533	119.702
33534	119.673
33535	119.619
33536	119.594
33537	119.657
33538	119.665
33539	119.702
33540	119.728
33541	119.724
33542	119.741
33543	119.703
33544	119.661
33545	119.731
33546	119.649
33547	119.646
33548	119.715
33549	119.695
33550	119.722
33551	119.749
33552	119.743
33553	119.694
33554	119.715
33555	119.783
33556	119.827
33557	119.869
33558	119.821
33559	119.78
33560	119.648
33561	119.63
33562	119.612
33563	119.577
33564	119.555
33565	119.573
33566	119.645
33567	119.632
33568	119.751
33569	119.751
33570	119.692
33571	119.712
33572	119.729
33573	119.725
33574	119.765
33575	119.808
33576	119.876
33577	119.79
33578	119.8
33579	119.893
33580	119.914
33581	119.888
33582	119.954
33583	119.886
33584	119.854
33585	119.856
33586	119.919
33587	119.974
33588	120.11
33589	120.087
33590	120.14
33591	120.181
33592	120.155
33593	120.105
33594	120.079
33595	120.084
33596	120.068
33597	120.151
33598	120.089
33599	120.128
33600	120.216
33601	120.249
33602	120.313
33603	120.356
33604	120.404
33605	120.357
33606	120.354
33607	120.389
33608	120.497
33609	120.476
33610	120.557
33611	120.617
33612	120.673
33613	120.674
33614	120.655
33615	120.576
33616	120.627
33617	120.546
33618	120.651
33619	120.705
33620	120.698
33621	120.796
33622	120.683
33623	120.694
33624	120.708
33625	120.784
33626	120.789
33627	120.779
33628	120.805
33629	120.776
33630	120.802
33631	120.868
33632	120.872
33633	120.844
33634	120.856
33635	120.845
33636	120.866
33637	120.83
33638	120.828
33639	120.84
33640	120.815
33641	120.795
33642	120.751
33643	120.703
33644	120.685
33645	120.73
33646	120.828
33647	120.792
33648	120.76
33649	120.773
33650	120.847
33651	120.929
33652	120.867
33653	120.84
33654	120.798
33655	120.762
33656	120.722
33657	120.701
33658	120.681
33659	120.676
33660	120.722
33661	120.785
33662	120.707
33663	120.689
33664	120.647
33665	120.573
33666	120.536
33667	120.557
33668	120.559
33669	120.606
33670	120.572
33671	120.566
33672	120.578
33673	120.552
33674	120.533
33675	120.646
33676	120.557
33677	120.61
33678	120.574
33679	120.609
33680	120.589
33681	120.556
33682	120.463
33683	120.45
33684	120.445
33685	120.507
33686	120.563
33687	120.565
33688	120.492
33689	120.602
33690	120.598
33691	120.566
33692	120.503
33693	120.465
33694	120.542
33695	120.535
33696	120.581
33697	120.604
33698	120.64
33699	120.636
33700	120.683
33701	120.624
33702	120.688
33703	120.684
33704	120.721
33705	120.807
33706	120.924
33707	120.968
33708	120.93
33709	120.925
33710	120.881
33711	120.829
33712	120.77
33713	120.855
33714	120.81
33715	120.855
33716	120.824
33717	120.786
33718	120.78
33719	120.721
33720	120.663
33721	120.562
33722	120.555
33723	120.539
33724	120.453
33725	120.455
33726	120.512
33727	120.483
33728	120.447
33729	120.507
33730	120.51
33731	120.522
33732	120.463
33733	120.496
33734	120.523
33735	120.603
33736	120.588
33737	120.633
33738	120.682
33739	120.572
33740	120.531
33741	120.497
33742	120.52
33743	120.543
33744	120.537
33745	120.544
33746	120.515
33747	120.566
33748	120.522
33749	120.567
33750	120.653
33751	120.679
33752	120.646
33753	120.672
33754	120.595
33755	120.551
33756	120.54
33757	120.492
33758	120.608
33759	120.588
33760	120.65
33761	120.629
33762	120.606
33763	120.67
33764	120.658
33765	120.685
33766	120.732
33767	120.77
33768	120.744
33769	120.736
33770	120.688
33771	120.622
33772	120.579
33773	120.598
33774	120.603
33775	120.59
33776	120.589
33777	120.529
33778	120.512
33779	120.439
33780	120.492
33781	120.47
33782	120.494
33783	120.454
33784	120.458
33785	120.423
33786	120.486
33787	120.447
33788	120.355
33789	120.311
33790	120.272
33791	120.26
33792	120.328
33793	120.228
33794	120.312
33795	120.311
33796	120.339
33797	120.367
33798	120.296
33799	120.288
33800	120.279
33801	120.28
33802	120.291
33803	120.352
33804	120.306
33805	120.284
33806	120.293
33807	120.27
33808	120.231
33809	120.241
33810	120.265
33811	120.325
33812	120.287
33813	120.251
33814	120.309
33815	120.28
33816	120.245
33817	120.145
33818	120.191
33819	120.145
33820	120.177
33821	120.209
33822	120.167
33823	120.157
33824	120.164
33825	120.114
33826	120.184
33827	120.21
33828	120.111
33829	120.016
33830	119.961
33831	119.937
33832	119.941
33833	119.875
33834	119.909
33835	119.881
33836	119.858
33837	119.898
33838	119.887
33839	119.981
33840	120.006
33841	120.004
33842	120.061
33843	120.017
33844	120.05
33845	120.043
33846	120.088
33847	120.149
33848	120.168
33849	120.19
33850	120.263
33851	120.279
33852	120.257
33853	120.246
33854	120.272
33855	120.256
33856	120.24
33857	120.227
33858	120.201
33859	120.186
33860	120.184
33861	120.13
33862	120.173
33863	120.126
33864	120.147
33865	120.19
33866	120.181
33867	120.194
33868	120.168
33869	120.201
33870	120.176
33871	120.134
33872	120.145
33873	120.128
33874	120.199
33875	120.165
33876	120.296
33877	120.294
33878	120.284
33879	120.363
33880	120.31
33881	120.417
33882	120.457
33883	120.488
33884	120.57
33885	120.615
33886	120.627
33887	120.648
33888	120.714
33889	120.655
33890	120.55
33891	120.496
33892	120.509
33893	120.527
33894	120.559
33895	120.568
33896	120.569
33897	120.512
33898	120.424
33899	120.51
33900	120.464
33901	120.437
33902	120.463
33903	120.472
33904	120.534
33905	120.594
33906	120.63
33907	120.643
33908	120.681
33909	120.692
33910	120.608
33911	120.516
33912	120.446
33913	120.339
33914	120.255
33915	120.248
33916	120.231
33917	120.303
33918	120.352
33919	120.342
33920	120.383
33921	120.353
33922	120.376
33923	120.439
33924	120.377
33925	120.313
33926	120.347
33927	120.366
33928	120.375
33929	120.461
33930	120.449
33931	120.529
33932	120.527
33933	120.585
33934	120.61
33935	120.623
33936	120.682
33937	120.615
33938	120.623
33939	120.612
33940	120.661
33941	120.615
33942	120.536
33943	120.577
33944	120.557
33945	120.552
33946	120.566
33947	120.579
33948	120.555
33949	120.607
33950	120.7
33951	120.792
33952	120.756
33953	120.82
33954	120.804
33955	120.914
33956	120.859
33957	120.922
33958	120.911
33959	120.875
33960	120.877
33961	120.853
33962	120.886
33963	120.927
33964	120.997
33965	121.076
33966	121.049
33967	121.061
33968	121.067
33969	120.988
33970	120.977
33971	121.012
33972	121.041
33973	121.1
33974	121.089
33975	121.081
33976	121.055
33977	121.034
33978	120.989
33979	120.885
33980	120.898
33981	120.859
33982	120.947
33983	121.007
33984	121.078
33985	121.063
33986	120.999
33987	120.999
33988	121.134
33989	121.096
33990	121.097
33991	121.214
33992	121.154
33993	121.175
33994	121.161
33995	121.207
33996	121.163
33997	121.133
33998	121.19
33999	121.256
34000	121.293
34001	121.343
34002	121.353
34003	121.336
34004	121.34
34005	121.406
34006	121.433
34007	121.451
34008	121.461
34009	121.407
34010	121.456
34011	121.464
34012	121.31
34013	121.387
34014	121.421
34015	121.315
34016	121.292
34017	121.305
34018	121.415
34019	121.297
34020	121.23
34021	121.216
34022	121.192
34023	121.234
34024	121.196
34025	121.137
34026	121.163
34027	121.175
34028	121.134
34029	121.141
34030	121.158
34031	121.082
34032	121.126
34033	121.101
34034	121.084
34035	121.038
34036	121.163
34037	121.114
34038	121.075
34039	121.182
34040	121.199
34041	121.23
34042	121.21
34043	121.188
34044	121.282
34045	121.321
34046	121.319
34047	121.245
34048	121.314
34049	121.263
34050	121.375
34051	121.282
34052	121.27
34053	121.262
34054	121.339
34055	121.318
34056	121.403
34057	121.383
34058	121.377
34059	121.386
34060	121.325
34061	121.316
34062	121.36
34063	121.355
34064	121.407
34065	121.391
34066	121.393
34067	121.415
34068	121.443
34069	121.495
34070	121.465
34071	121.494
34072	121.475
34073	121.474
34074	121.418
34075	121.401
34076	121.27
34077	121.318
34078	121.193
34079	121.19
34080	121.092
34081	121.115
34082	121.114
34083	121.124
34084	121.117
34085	121.201
34086	121.145
34087	121.206
34088	121.275
34089	121.284
34090	121.307
34091	121.384
34092	121.371
34093	121.422
34094	121.412
34095	121.52
34096	121.607
34097	121.57
34098	121.563
34099	121.567
34100	121.633
34101	121.658
34102	121.632
34103	121.7
34104	121.708
34105	121.662
34106	121.514
34107	121.49
34108	121.414
34109	121.266
34110	121.272
34111	121.351
34112	121.387
34113	121.414
34114	121.428
34115	121.445
34116	121.487
34117	121.469
34118	121.501
34119	121.512
34120	121.544
34121	121.547
34122	121.511
34123	121.537
34124	121.557
34125	121.584
34126	121.571
34127	121.57
34128	121.588
34129	121.567
34130	121.629
34131	121.747
34132	121.737
34133	121.733
34134	121.745
34135	121.852
34136	121.806
34137	121.822
34138	121.794
34139	121.863
34140	121.856
34141	121.789
34142	121.767
34143	121.763
34144	121.723
34145	121.803
34146	121.724
34147	121.77
34148	121.802
34149	121.851
34150	121.854
34151	121.816
34152	121.785
34153	121.799
34154	121.78
34155	121.818
34156	121.827
34157	121.866
34158	121.909
34159	121.845
34160	121.845
34161	121.898
34162	121.927
34163	121.962
34164	121.983
34165	121.935
34166	121.902
34167	121.899
34168	121.9
34169	121.993
34170	121.94
34171	121.967
34172	121.9
34173	121.912
34174	121.942
34175	121.938
34176	121.947
34177	121.882
34178	121.876
34179	121.884
34180	121.962
34181	121.988
34182	122.018
34183	122.015
34184	121.996
34185	122.022
34186	122.059
34187	122.13
34188	122.156
34189	122.182
34190	122.23
34191	122.282
34192	122.277
34193	122.352
34194	122.337
34195	122.298
34196	122.401
34197	122.319
34198	122.326
34199	122.29
34200	122.37
34201	122.405
34202	122.452
34203	122.424
34204	122.416
34205	122.442
34206	122.475
34207	122.57
34208	122.514
34209	122.43
34210	122.361
34211	122.333
34212	122.327
34213	122.349
34214	122.264
34215	122.258
34216	122.171
34217	122.081
34218	122.098
34219	122.129
34220	122.163
34221	122.172
34222	122.26
34223	122.236
34224	122.214
34225	122.186
34226	122.218
34227	122.24
34228	122.227
34229	122.215
34230	122.231
34231	122.234
34232	122.381
34233	122.443
34234	122.497
34235	122.459
34236	122.446
34237	122.449
34238	122.532
34239	122.596
34240	122.605
34241	122.616
34242	122.606
34243	122.528
34244	122.492
34245	122.529
34246	122.559
34247	122.487
34248	122.495
34249	122.508
34250	122.515
34251	122.493
34252	122.463
34253	122.472
34254	122.472
34255	122.591
34256	122.629
34257	122.66
34258	122.628
34259	122.629
34260	122.72
34261	122.724
34262	122.644
34263	122.664
34264	122.668
34265	122.721
34266	122.672
34267	122.672
34268	122.667
34269	122.652
34270	122.639
34271	122.649
34272	122.662
34273	122.658
34274	122.679
34275	122.685
34276	122.716
34277	122.682
34278	122.719
34279	122.671
34280	122.775
34281	122.761
34282	122.866
34283	122.849
34284	122.849
34285	122.841
34286	122.863
34287	122.846
34288	122.792
34289	122.777
34290	122.832
34291	122.748
34292	122.736
34293	122.748
34294	122.766
34295	122.789
34296	122.852
34297	122.888
34298	122.964
34299	122.942
34300	122.916
34301	122.873
34302	122.971
34303	122.927
34304	122.965
34305	123.037
34306	123.009
34307	123.008
34308	123.002
34309	123.011
34310	122.967
34311	122.96
34312	123
34313	123.069
34314	123.08
34315	123.035
34316	123.006
34317	123.053
34318	123.112
34319	123.088
34320	123.066
34321	123.035
34322	123.008
34323	122.991
34324	122.931
34325	122.942
34326	122.926
34327	122.903
34328	122.941
34329	123.01
34330	122.986
34331	123.002
34332	122.988
34333	123.029
34334	123.027
34335	123.03
34336	122.995
34337	122.965
34338	122.946
34339	122.962
34340	123.112
34341	123.18
34342	123.248
34343	123.277
34344	123.363
34345	123.346
34346	123.263
34347	123.281
34348	123.189
34349	123.191
34350	123.162
34351	123.145
34352	123.227
34353	123.173
34354	123.188
34355	123.275
34356	123.322
34357	123.319
34358	123.325
34359	123.238
34360	123.225
34361	123.32
34362	123.232
34363	123.283
34364	123.237
34365	123.282
34366	123.251
34367	123.269
34368	123.292
34369	123.309
34370	123.318
34371	123.303
34372	123.311
34373	123.359
34374	123.445
34375	123.442
34376	123.431
34377	123.416
34378	123.432
34379	123.448
34380	123.421
34381	123.433
34382	123.434
34383	123.447
34384	123.515
34385	123.568
34386	123.594
34387	123.554
34388	123.573
34389	123.526
34390	123.591
34391	123.538
34392	123.546
34393	123.627
34394	123.608
34395	123.571
34396	123.484
34397	123.503
34398	123.412
34399	123.288
34400	123.295
34401	123.255
34402	123.263
34403	123.225
34404	123.205
34405	123.23
34406	123.241
34407	123.336
34408	123.373
34409	123.266
34410	123.246
34411	123.268
34412	123.262
34413	123.189
34414	123.104
34415	123.076
34416	123.118
34417	123.163
34418	123.211
34419	123.247
34420	123.313
34421	123.356
34422	123.362
34423	123.32
34424	123.421
34425	123.423
34426	123.409
34427	123.426
34428	123.367
34429	123.278
34430	123.265
34431	123.245
34432	123.318
34433	123.293
34434	123.393
34435	123.392
34436	123.453
34437	123.439
34438	123.402
34439	123.431
34440	123.456
34441	123.455
34442	123.506
34443	123.525
34444	123.518
34445	123.508
34446	123.54
34447	123.539
34448	123.506
34449	123.466
34450	123.514
34451	123.448
34452	123.56
34453	123.61
34454	123.603
34455	123.536
34456	123.531
34457	123.589
34458	123.596
34459	123.604
34460	123.552
34461	123.553
34462	123.563
34463	123.49
34464	123.492
34465	123.488
34466	123.391
34467	123.382
34468	123.349
34469	123.438
34470	123.468
34471	123.541
34472	123.51
34473	123.395
