0	-36
100000	-520
200000	-332
300000	-160
400000	-144
500000	-8
600000	94
700000	138
800000	150
900000	64
1000000	238
1100000	242
1200000	472
1300000	652
1400000	882
1500000	964
1600000	934
1700000	870
1800000	848
1900000	812
2000000	834
2100000	864
2200000	896
2300000	802
2400000	1012
2500000	1086
2600000	1352
2700000	1336
2800000	1370
2900000	1364
3000000	1430
3100000	1352
3200000	1262
3300000	1272
3400000	1320
3500000	1304
3600000	1232
3700000	1350
3800000	1300
3900000	1434
4000000	1330
4100000	1276
4200000	1322
4300000	1162
4400000	1024
4500000	1028
4600000	1266
4700000	1100
4800000	1136
4900000	1166
5000000	1212
5100000	1138
5200000	1054
5300000	922
5400000	884
5500000	958
5600000	926
5700000	918
5800000	892
5900000	698
6000000	732
6100000	716
6200000	822
6300000	710
6400000	596
6500000	588
6600000	542
6700000	542
6800000	440
6900000	482
7000000	384
7100000	420
7200000	238
7300000	216
7400000	58
7500000	106
7600000	218
7700000	218
7800000	198
7900000	52
8000000	118
8100000	108
8200000	182
8300000	32
8400000	-90
8500000	-26
8600000	60
8700000	24
8800000	18
8900000	36
9000000	72
9100000	50
9200000	20
9300000	-80
9400000	14
9500000	2
9600000	-16
9700000	0
9800000	-108
9900000	-40
10000000	-2
10100000	82
10200000	94
10300000	-24
10400000	-134
10500000	-190
10600000	-172
10700000	-266
10800000	-282
10900000	-286
11000000	-116
11100000	-136
11200000	-110
11300000	-170
11400000	-218
11500000	-238
11600000	-384
11700000	-402
11800000	-310
11900000	-278
12000000	-336
12100000	-430
12200000	-524
12300000	-398
12400000	-326
12500000	-428
12600000	-422
12700000	-286
12800000	-436
12900000	-434
13000000	-476
13100000	-518
13200000	-452
13300000	-390
13400000	-492
13500000	-624
13600000	-580
13700000	-658
13800000	-718
13900000	-838
14000000	-732
14100000	-820
14200000	-752
14300000	-756
14400000	-630
14500000	-658
14600000	-576
14700000	-422
14800000	-572
14900000	-574
15000000	-520
15100000	-418
15200000	-550
