0	124
100000	198
200000	336
300000	360
400000	596
500000	788
600000	800
700000	806
800000	828
900000	894
1000000	968
1100000	1124
1200000	1042
1300000	916
1400000	770
1500000	894
1600000	688
1700000	746
1800000	774
1900000	728
2000000	692
2100000	708
2200000	654
2300000	678
2400000	666
2500000	694
2600000	646
2700000	808
2800000	882
2900000	952
3000000	854
3100000	794
3200000	832
3300000	826
3400000	700
3500000	622
3600000	608
3700000	688
3800000	688
3900000	750
4000000	642
4100000	586
4200000	606
4300000	540
4400000	522
4500000	602
4600000	616
4700000	592
4800000	494
4900000	580
5000000	642
5100000	670
5200000	686
5300000	578
5400000	582
5500000	702
5600000	672
5700000	770
5800000	722
5900000	762
6000000	616
6100000	624
6200000	640
6300000	528
6400000	472
6500000	444
6600000	358
6700000	504
6800000	598
6900000	546
7000000	628
7100000	592
7200000	736
7300000	794
7400000	740
7500000	800
7600000	760
7700000	754
7800000	684
7900000	526
8000000	550
8100000	584
8200000	506
8300000	450
8400000	388
8500000	360
8600000	430
8700000	382
8800000	308
8900000	348
9000000	424
9100000	478
9200000	424
9300000	378
9400000	350
9500000	386
9600000	338
9700000	366
9800000	312
9900000	266
10000000	314
10100000	266
10200000	288
10300000	290
10400000	292
10500000	306
10600000	270
10700000	236
10800000	276
10900000	266
11000000	284
11100000	276
11200000	310
11300000	416
11400000	376
11500000	328
11600000	322
11700000	308
11800000	288
11900000	354
12000000	278
12100000	238
12200000	234
12300000	206
12400000	242
12500000	198
12600000	226
12700000	224
12800000	178
12900000	124
13000000	38
13100000	86
13200000	16
13300000	-6
13400000	104
13500000	82
13600000	4
13700000	12
13800000	28
13900000	46
14000000	126
14100000	130
14200000	150
14300000	146
14400000	134
14500000	154
14600000	108
14700000	86
14800000	114
14900000	40
15000000	-4
15100000	-38
15200000	-42
15300000	-86
15400000	0
15500000	-22
15600000	86
15700000	80
15800000	94
15900000	64
16000000	-16
16100000	-86
16200000	-92
16300000	-164
16400000	-206
16500000	-218
16600000	-170
16700000	-112
16800000	-114
16900000	-64
17000000	-42
17100000	-84
17200000	-36
17300000	-142
17400000	-88
17500000	-98
17600000	46
17700000	-14
17800000	22
17900000	-2
18000000	52
18100000	-60
18200000	-96
18300000	-158
18400000	-146
18500000	-110
18600000	-112
18700000	-38
18800000	-66
18900000	-44
19000000	-134
19100000	-98
19200000	-172
19300000	-246
19400000	-218
19500000	-192
19600000	-202
19700000	-110
19800000	-46
19900000	-18
20000000	-54
20100000	-6
20200000	-44
20300000	-38
20400000	-106
20500000	-142
20600000	-52
20700000	-20
20800000	12
20900000	74
21000000	162
21100000	214
21200000	264
21300000	182
21400000	88
21500000	42
21600000	102
21700000	148
21800000	58
21900000	12
22000000	-64
22100000	-18
22200000	-20
22300000	0
22400000	-68
22500000	-112
22600000	-78
22700000	-56
22800000	-146
22900000	-154
23000000	-82
23100000	-64
23200000	-42
23300000	-144
23400000	-124
23500000	-26
23600000	-60
23700000	-112
23800000	-160
23900000	-138
24000000	-124
24100000	-66
24200000	-154
24300000	-176
24400000	-138
24500000	-122
24600000	-110
24700000	-150
24800000	-160
24900000	-152
25000000	-126
25100000	4
25200000	20
25300000	14
25400000	78
25500000	66
25600000	80
25700000	134
25800000	102
25900000	142
26000000	114
26100000	30
26200000	-2
26300000	-72
26400000	-200
26500000	-202
26600000	-170
26700000	-162
26800000	-126
26900000	-120
27000000	-40
