0	48
100000	238
200000	388
300000	694
400000	410
500000	392
600000	44
700000	-326
800000	-130
900000	-248
1000000	152
1100000	-286
1200000	90
1300000	50
1400000	62
1500000	550
1600000	170
1700000	280
1800000	440
1900000	296
2000000	66
2100000	-84
2200000	80
2300000	-266
2400000	-346
2500000	216
2600000	-116
2700000	20
2800000	2
2900000	102
3000000	808
3100000	1162
3200000	996
3300000	810
3400000	620
3500000	1082
3600000	1528
3700000	1448
3800000	1616
3900000	1154
4000000	840
4100000	206
4200000	330
4300000	298
4400000	326
4500000	218
4600000	-98
4700000	506
4800000	730
4900000	1048
5000000	628
5100000	96
5200000	786
5300000	918
5400000	814
5500000	1350
5600000	1082
5700000	1104
5800000	772
5900000	556
6000000	222
6100000	-104
6200000	678
6300000	486
6400000	604
6500000	222
6600000	-492
6700000	-564
6800000	-372
6900000	-288
7000000	-590
7100000	-410
7200000	-46
7300000	52
7400000	-116
7500000	78
7600000	462
7700000	104
7800000	552
7900000	740
8000000	1124
8100000	922
8200000	808
8300000	490
8400000	-186
8500000	-500
8600000	-980
8700000	-1590
8800000	-1952
8900000	-2278
9000000	-2540
9100000	-2836
9200000	-3042
9300000	-3086
9400000	-2958
9500000	-2932
9600000	-2500
9700000	-2306
9800000	-1992
9900000	-2252
10000000	-2564
10100000	-1882
10200000	-1664
10300000	-1680
10400000	-1500
10500000	-1820
10600000	-1628
10700000	-1218
10800000	-1000
10900000	-840
11000000	-704
11100000	-514
11200000	-868
11300000	-390
11400000	-510
11500000	-394
11600000	362
11700000	358
11800000	26
11900000	156
12000000	68
12100000	-122
12200000	-368
12300000	-390
12400000	-526
12500000	-354
12600000	-662
12700000	-922
12800000	-752
12900000	-908
13000000	-1746
13100000	-1616
13200000	-1516
13300000	-1188
13400000	-1180
13500000	-944
13600000	-982
13700000	-716
13800000	-228
13900000	174
14000000	-4
14100000	380
14200000	480
14300000	466
14400000	1012
14500000	982
14600000	798
14700000	1032
14800000	1050
14900000	1222
15000000	882
15100000	554
15200000	80
15300000	-66
15400000	-192
15500000	-814
15600000	-1308
15700000	-1812
15800000	-1344
15900000	-900
16000000	-516
16100000	-834
16200000	-1418
16300000	-1286
16400000	-1202
16500000	-1360
16600000	-1512
16700000	-1806
16800000	-1512
16900000	-738
17000000	-570
17100000	-792
17200000	-1344
17300000	-1652
17400000	-1218
17500000	-1328
17600000	-1694
17700000	-1552
17800000	-890
17900000	-398
18000000	-634
18100000	-566
18200000	-616
18300000	-768
18400000	-732
18500000	-1078
18600000	-308
18700000	-452
18800000	-1086
18900000	-988
19000000	-1100
19100000	-626
19200000	-840
19300000	-1324
19400000	-1098
19500000	-1010
19600000	-880
19700000	-836
19800000	-1258
19900000	-1066
20000000	-926
20100000	-898
20200000	-930
20300000	-872
20400000	-724
20500000	-524
20600000	196
20700000	-208
20800000	-782
20900000	-682
21000000	-886
21100000	-596
21200000	-960
21300000	-914
21400000	-878
21500000	-1180
21600000	-1462
21700000	-1178
21800000	-882
21900000	-524
22000000	-898
22100000	-814
22200000	-564
22300000	-1028
22400000	-764
22500000	-528
22600000	-334
22700000	-242
22800000	-480
22900000	-290
23000000	-400
23100000	-230
23200000	-452
23300000	-166
23400000	-52
23500000	24
23600000	102
23700000	158
23800000	284
23900000	244
24000000	82
24100000	-478
24200000	-764
24300000	-668
24400000	-606
24500000	-354
24600000	-230
24700000	-274
24800000	-292
24900000	-816
25000000	-730
25100000	-1062
25200000	-1226
25300000	-1004
25400000	-1166
25500000	-1162
25600000	-1132
25700000	-1310
25800000	-2180
25900000	-2212
26000000	-2064
26100000	-1740
26200000	-2224
26300000	-2790
26400000	-2588
26500000	-2288
26600000	-2218
26700000	-2120
26800000	-1662
26900000	-1852
27000000	-2008
27100000	-2254
27200000	-2882
27300000	-2700
27400000	-2378
27500000	-2380
27600000	-2174
27700000	-2404
27800000	-2514
27900000	-1898
28000000	-1302
28100000	-978
28200000	-924
28300000	-512
28400000	-520
28500000	-172
28600000	-318
28700000	-782
28800000	-852
28900000	-734
29000000	-54
29100000	598
29200000	684
29300000	950
29400000	882
29500000	604
29600000	-44
29700000	-110
29800000	162
29900000	122
30000000	846
30100000	818
30200000	372
30300000	508
30400000	540
30500000	274
30600000	-2
30700000	240
30800000	-160
30900000	-446
31000000	-304
31100000	-472
31200000	-60
31300000	-170
31400000	398
31500000	420
31600000	574
31700000	384
31800000	246
31900000	678
32000000	394
32100000	374
32200000	-166
32300000	-124
32400000	-218
32500000	-62
32600000	164
32700000	-218
32800000	-106
32900000	18
33000000	178
33100000	-250
33200000	-618
33300000	-964
33400000	-1040
33500000	-1130
33600000	-1870
33700000	-1594
33800000	-1546
33900000	-1764
34000000	-1682
34100000	-1648
34200000	-1716
34300000	-1308
34400000	-1076
34500000	-828
34600000	-854
34700000	-442
34800000	-486
34900000	-806
35000000	-1240
35100000	-1122
35200000	-1626
35300000	-1310
35400000	-1296
35500000	-1066
35600000	-682
35700000	-680
35800000	-1320
35900000	-1172
36000000	-1792
36100000	-1738
36200000	-2316
36300000	-2644
36400000	-2824
36500000	-2910
36600000	-2468
36700000	-2436
36800000	-1830
36900000	-1710
37000000	-1958
37100000	-2086
37200000	-2002
37300000	-2142
37400000	-1806
37500000	-2152
37600000	-2444
37700000	-2482
37800000	-2498
37900000	-2506
38000000	-2100
38100000	-1978
38200000	-2172
38300000	-1802
38400000	-1972
38500000	-1476
38600000	-844
38700000	-946
38800000	-1464
38900000	-1488
39000000	-780
39100000	-1258
39200000	-942
39300000	-1074
39400000	-736
39500000	-550
39600000	-360
39700000	-80
39800000	-876
39900000	-700
40000000	-648
40100000	-298
40200000	-108
40300000	-12
40400000	406
40500000	-124
40600000	-208
40700000	-252
40800000	-188
40900000	-60
41000000	-132
41100000	-188
41200000	-136
41300000	-186
41400000	120
41500000	386
41600000	556
41700000	980
41800000	778
41900000	1034
42000000	1274
42100000	472
42200000	226
42300000	402
42400000	190
42500000	-266
42600000	-486
42700000	-454
42800000	-418
42900000	-310
43000000	-380
43100000	-322
43200000	-118
43300000	-370
43400000	-178
43500000	-22
43600000	-254
43700000	-558
43800000	-436
43900000	-228
44000000	-2
44100000	-54
44200000	24
44300000	-420
44400000	-906
44500000	-948
44600000	-408
44700000	-40
44800000	0
44900000	216
45000000	760
45100000	464
45200000	460
45300000	538
45400000	898
45500000	1522
45600000	1480
45700000	1554
45800000	1724
45900000	1716
46000000	1518
46100000	1468
46200000	1538
46300000	1566
46400000	1752
46500000	1648
46600000	1746
46700000	1758
46800000	1732
46900000	1896
47000000	1804
